1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
4622, forest, biomesoplenty:grove, MONSTER, tconstruct:earth_slime, 80, 2, 4
4623, forest, biomesoplenty:grove, MONSTER, tconstruct:sky_slime, 80, 2, 4
4624, forest, biomesoplenty:grove, MONSTER, quark:toretoise, 80, 1, 1
4625, forest, biomesoplenty:grove, MONSTER, quark:stoneling, 80, 1, 1
4626, forest, biomesoplenty:grove, CREATURE, minecraft:sheep, 12, 4, 4
4627, forest, biomesoplenty:grove, CREATURE, minecraft:pig, 10, 4, 4
4628, forest, biomesoplenty:grove, CREATURE, minecraft:chicken, 10, 4, 4
4629, forest, biomesoplenty:grove, CREATURE, minecraft:cow, 10, 4, 4
4630, forest, biomesoplenty:grove, CREATURE, exoticbirds:bluejay, 12, 2, 5
4631, forest, biomesoplenty:grove, CREATURE, exoticbirds:cardinal, 12, 2, 5
4632, forest, biomesoplenty:grove, CREATURE, exoticbirds:robin, 12, 2, 5
4633, forest, biomesoplenty:grove, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4634, forest, biomesoplenty:grove, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4635, forest, biomesoplenty:grove, CREATURE, exoticbirds:peafowl, 10, 2, 5
4636, forest, biomesoplenty:grove, CREATURE, exoticbirds:magpie, 12, 2, 5
4637, forest, biomesoplenty:grove, CREATURE, exoticbirds:cassowary, 10, 2, 5
4638, forest, biomesoplenty:grove, CREATURE, exoticbirds:kiwi, 10, 2, 5
4639, forest, biomesoplenty:grove, CREATURE, exoticbirds:pigeon, 12, 2, 5
4640, forest, biomesoplenty:grove, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4641, forest, biomesoplenty:grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4642, forest, biomesoplenty:grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
4643, forest, biomesoplenty:grove, CREATURE, alexsmobs:crow, 10, 3, 5
4644, forest, biomesoplenty:grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4645, forest, biomesoplenty:grove, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4646, forest, biomesoplenty:grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
4647, forest, biomesoplenty:grove, CREATURE, alexsmobs:crow, 10, 3, 5
4648, forest, biomesoplenty:grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
4649, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4650, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:goat, 10, 1, 4
4651, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4652, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
4653, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4654, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:badger, 10, 1, 2
4655, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:turkey, 11, 1, 3
4656, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:goose, 15, 2, 5
4657, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
4658, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
4659, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:deer, 16, 1, 4
4660, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
4661, forest, biomesoplenty:grove, CREATURE, betteranimalsplus:boar, 10, 1, 4
4662, forest, biomesoplenty:grove, AMBIENT, minecraft:bat, 10, 8, 8
4663, forest, biomesoplenty:grove, AMBIENT, supplementaries:firefly, 10, 5, 9
4664, forest, biomesoplenty:grove, AMBIENT, alexsmobs:fly, 10, 2, 3
4665, forest, biomesoplenty:grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4666, forest, biomesoplenty:grove, AMBIENT, alexsmobs:fly, 10, 2, 3
4667, forest, biomesoplenty:grove, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4668, forest, biomesoplenty:grove, AMBIENT, terraincognita:butterfly, 10, 4, 8
4669, forest, biomesoplenty:grove, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
4670, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4671, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4672, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4673, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4674, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4675, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4676, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4677, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4678, forest, biomesoplenty:grove, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4679, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:spider, 80, 4, 4
4680, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:zombie, 80, 4, 4
4681, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
4682, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
4683, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:creeper, 80, 4, 4
4684, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:slime, 80, 4, 4
4685, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:enderman, 5, 1, 4
4686, forest, biomesoplenty:grove_clearing, MONSTER, minecraft:witch, 5, 1, 1
4687, forest, biomesoplenty:grove_clearing, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
4688, forest, biomesoplenty:grove_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4689, forest, biomesoplenty:grove_clearing, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4690, forest, biomesoplenty:grove_clearing, MONSTER, rats:rat_spawner, 80, 1, 3
4691, forest, biomesoplenty:grove_clearing, MONSTER, rats:pied_piper, 10, 1, 1
4692, forest, biomesoplenty:grove_clearing, MONSTER, tconstruct:earth_slime, 80, 2, 4
4693, forest, biomesoplenty:grove_clearing, MONSTER, tconstruct:sky_slime, 80, 2, 4
4694, forest, biomesoplenty:grove_clearing, MONSTER, quark:toretoise, 80, 1, 1
4695, forest, biomesoplenty:grove_clearing, MONSTER, quark:stoneling, 80, 1, 1
4696, forest, biomesoplenty:grove_clearing, CREATURE, minecraft:sheep, 12, 4, 4
4697, forest, biomesoplenty:grove_clearing, CREATURE, minecraft:pig, 10, 4, 4
4698, forest, biomesoplenty:grove_clearing, CREATURE, minecraft:chicken, 10, 4, 4
4699, forest, biomesoplenty:grove_clearing, CREATURE, minecraft:cow, 10, 4, 4
4700, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:bluejay, 12, 2, 5
4701, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:cardinal, 12, 2, 5
4702, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:robin, 12, 2, 5
4703, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4704, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4705, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:peafowl, 10, 2, 5
4706, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:magpie, 12, 2, 5
4707, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:cassowary, 10, 2, 5
4708, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:kiwi, 10, 2, 5
4709, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:pigeon, 12, 2, 5
4710, forest, biomesoplenty:grove_clearing, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4711, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4712, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
4713, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
4714, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4715, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:raccoon, 10, 2, 4
4716, forest, biomesoplenty:grove_clearing, CREATURE, alexsmobs:crow, 10, 3, 5
4717, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:goat, 10, 1, 4
4718, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4719, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4720, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:badger, 10, 1, 2
4721, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4722, forest, biomesoplenty:grove_clearing, CREATURE, betteranimalsplus:boar, 10, 1, 4
4723, forest, biomesoplenty:grove_clearing, AMBIENT, minecraft:bat, 10, 8, 8
4724, forest, biomesoplenty:grove_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
4725, forest, biomesoplenty:grove_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4726, forest, biomesoplenty:grove_clearing, AMBIENT, alexsmobs:fly, 10, 2, 3
4727, forest, biomesoplenty:grove_clearing, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4728, forest, biomesoplenty:grove_clearing, AMBIENT, terraincognita:butterfly, 10, 4, 8
4729, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4730, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4731, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4732, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4733, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4734, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4735, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4736, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4737, forest, biomesoplenty:grove_clearing, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4738, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:spider, 80, 4, 4
4739, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:zombie, 80, 4, 4
4740, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:zombie_villager, 10, 1, 1
4741, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:skeleton, 80, 4, 4
4742, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:creeper, 80, 4, 4
4743, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:slime, 80, 4, 4
4744, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:enderman, 5, 1, 4
4745, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:witch, 5, 1, 1
4746, forest, biomesoplenty:grove_lakes, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
4747, forest, biomesoplenty:grove_lakes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4748, forest, biomesoplenty:grove_lakes, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4749, forest, biomesoplenty:grove_lakes, MONSTER, rats:rat_spawner, 80, 1, 3
4750, forest, biomesoplenty:grove_lakes, MONSTER, rats:pied_piper, 10, 1, 1
4751, forest, biomesoplenty:grove_lakes, MONSTER, tconstruct:earth_slime, 80, 2, 4
4752, forest, biomesoplenty:grove_lakes, MONSTER, tconstruct:sky_slime, 80, 2, 4
4753, forest, biomesoplenty:grove_lakes, MONSTER, quark:toretoise, 80, 1, 1
4754, forest, biomesoplenty:grove_lakes, MONSTER, quark:stoneling, 80, 1, 1
4755, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:bluejay, 12, 2, 5
4756, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:cardinal, 12, 2, 5
4757, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:robin, 12, 2, 5
4758, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:lyrebird, 10, 2, 5
4759, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:hummingbird, 18, 2, 5
4760, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:peafowl, 10, 2, 5
4761, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:magpie, 12, 2, 5
4762, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:cassowary, 10, 2, 5
4763, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:kiwi, 10, 2, 5
4764, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:pigeon, 12, 2, 5
4765, forest, biomesoplenty:grove_lakes, CREATURE, exoticbirds:woodpecker, 12, 2, 5
4766, forest, biomesoplenty:grove_lakes, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4767, forest, biomesoplenty:grove_lakes, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
4768, forest, biomesoplenty:grove_lakes, AMBIENT, minecraft:bat, 10, 8, 8
4769, forest, biomesoplenty:grove_lakes, AMBIENT, supplementaries:firefly, 10, 5, 9
4770, forest, biomesoplenty:grove_lakes, AMBIENT, alexsmobs:fly, 10, 2, 3
4771, forest, biomesoplenty:grove_lakes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4772, forest, biomesoplenty:grove_lakes, AMBIENT, alexsmobs:fly, 10, 2, 3
4773, forest, biomesoplenty:grove_lakes, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4774, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4775, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4776, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4777, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4778, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4779, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4780, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4781, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4782, forest, biomesoplenty:grove_lakes, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4783, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:spider, 80, 4, 4
4784, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:zombie, 80, 4, 4
4785, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:zombie_villager, 10, 1, 1
4786, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:skeleton, 80, 4, 4
4787, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:creeper, 80, 4, 4
4788, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:slime, 80, 4, 4
4789, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:enderman, 5, 1, 4
4790, extreme_hills, biomesoplenty:highland, MONSTER, minecraft:witch, 5, 1, 1
4791, extreme_hills, biomesoplenty:highland, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
4792, extreme_hills, biomesoplenty:highland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4793, extreme_hills, biomesoplenty:highland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4794, extreme_hills, biomesoplenty:highland, MONSTER, rats:rat_spawner, 80, 1, 3
4795, extreme_hills, biomesoplenty:highland, MONSTER, rats:pied_piper, 10, 1, 1
4796, extreme_hills, biomesoplenty:highland, MONSTER, tconstruct:earth_slime, 80, 2, 4
4797, extreme_hills, biomesoplenty:highland, MONSTER, tconstruct:sky_slime, 80, 2, 4
4798, extreme_hills, biomesoplenty:highland, MONSTER, quark:toretoise, 80, 1, 1
4799, extreme_hills, biomesoplenty:highland, MONSTER, quark:stoneling, 80, 1, 1
4800, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:sheep, 12, 4, 4
4801, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:pig, 10, 4, 4
4802, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:chicken, 10, 4, 4
4803, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:cow, 10, 4, 4
4804, extreme_hills, biomesoplenty:highland, CREATURE, minecraft:llama, 10, 4, 6
4805, extreme_hills, biomesoplenty:highland, CREATURE, exoticbirds:pigeon, 12, 2, 5
4806, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:sunbird, 10, 1, 1
4807, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4808, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:crow, 10, 3, 5
4809, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:sunbird, 10, 1, 1
4810, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:raccoon, 10, 2, 4
4811, extreme_hills, biomesoplenty:highland, CREATURE, alexsmobs:crow, 10, 3, 5
4812, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4813, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:goat, 10, 1, 4
4814, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
4815, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:songbird, 11, 1, 4
4816, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:badger, 10, 1, 2
4817, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:coyote, 10, 1, 6
4818, extreme_hills, biomesoplenty:highland, CREATURE, betteranimalsplus:boar, 10, 1, 4
4819, extreme_hills, biomesoplenty:highland, AMBIENT, minecraft:bat, 10, 8, 8
4820, extreme_hills, biomesoplenty:highland, AMBIENT, alexsmobs:fly, 10, 2, 3
4821, extreme_hills, biomesoplenty:highland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4822, extreme_hills, biomesoplenty:highland, AMBIENT, alexsmobs:fly, 10, 2, 3
4823, extreme_hills, biomesoplenty:highland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4824, extreme_hills, biomesoplenty:highland, AMBIENT, terraincognita:butterfly, 10, 4, 8
4825, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4826, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4827, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4828, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4829, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4830, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4831, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4832, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4833, extreme_hills, biomesoplenty:highland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4834, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:spider, 80, 4, 4
4835, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:zombie, 80, 4, 4
4836, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:zombie_villager, 10, 1, 1
4837, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:skeleton, 80, 4, 4
4838, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:creeper, 80, 4, 4
4839, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:slime, 80, 4, 4
4840, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:enderman, 5, 1, 4
4841, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:witch, 5, 1, 1
4842, extreme_hills, biomesoplenty:highland_crag, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
4843, extreme_hills, biomesoplenty:highland_crag, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4844, extreme_hills, biomesoplenty:highland_crag, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4845, extreme_hills, biomesoplenty:highland_crag, MONSTER, rats:rat_spawner, 80, 1, 3
4846, extreme_hills, biomesoplenty:highland_crag, MONSTER, rats:pied_piper, 10, 1, 1
4847, extreme_hills, biomesoplenty:highland_crag, MONSTER, tconstruct:earth_slime, 80, 2, 4
4848, extreme_hills, biomesoplenty:highland_crag, MONSTER, tconstruct:sky_slime, 80, 2, 4
4849, extreme_hills, biomesoplenty:highland_crag, MONSTER, quark:toretoise, 80, 1, 1
4850, extreme_hills, biomesoplenty:highland_crag, MONSTER, quark:stoneling, 80, 1, 1
4851, extreme_hills, biomesoplenty:highland_crag, CREATURE, minecraft:llama, 10, 4, 6
4852, extreme_hills, biomesoplenty:highland_crag, CREATURE, exoticbirds:pigeon, 12, 2, 5
4853, extreme_hills, biomesoplenty:highland_crag, CREATURE, alexsmobs:sunbird, 10, 1, 1
4854, extreme_hills, biomesoplenty:highland_crag, CREATURE, alexsmobs:sunbird, 10, 1, 1
4855, extreme_hills, biomesoplenty:highland_crag, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4856, extreme_hills, biomesoplenty:highland_crag, CREATURE, betteranimalsplus:goat, 10, 1, 4
4857, extreme_hills, biomesoplenty:highland_crag, AMBIENT, minecraft:bat, 10, 8, 8
4858, extreme_hills, biomesoplenty:highland_crag, AMBIENT, alexsmobs:fly, 10, 2, 3
4859, extreme_hills, biomesoplenty:highland_crag, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4860, extreme_hills, biomesoplenty:highland_crag, AMBIENT, alexsmobs:fly, 10, 2, 3
4861, extreme_hills, biomesoplenty:highland_crag, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4862, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
4863, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
4864, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
4865, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
4866, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
4867, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
4868, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
4869, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
4870, extreme_hills, biomesoplenty:highland_crag, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
4871, plains, biomesoplenty:highland_moor, MONSTER, minecraft:spider, 80, 4, 4
4872, plains, biomesoplenty:highland_moor, MONSTER, minecraft:zombie, 80, 4, 4
4873, plains, biomesoplenty:highland_moor, MONSTER, minecraft:zombie_villager, 10, 1, 1
4874, plains, biomesoplenty:highland_moor, MONSTER, minecraft:skeleton, 80, 4, 4
4875, plains, biomesoplenty:highland_moor, MONSTER, minecraft:creeper, 80, 4, 4
4876, plains, biomesoplenty:highland_moor, MONSTER, minecraft:slime, 80, 4, 4
4877, plains, biomesoplenty:highland_moor, MONSTER, minecraft:enderman, 5, 1, 4
4878, plains, biomesoplenty:highland_moor, MONSTER, minecraft:witch, 5, 1, 1
4879, plains, biomesoplenty:highland_moor, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
4880, plains, biomesoplenty:highland_moor, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4881, plains, biomesoplenty:highland_moor, MONSTER, alexsmobs:centipede_head, 10, 1, 1
4882, plains, biomesoplenty:highland_moor, MONSTER, rats:rat_spawner, 80, 1, 3
4883, plains, biomesoplenty:highland_moor, MONSTER, rats:pied_piper, 10, 1, 1
4884, plains, biomesoplenty:highland_moor, MONSTER, tconstruct:earth_slime, 80, 2, 4
4885, plains, biomesoplenty:highland_moor, MONSTER, tconstruct:sky_slime, 80, 2, 4
4886, plains, biomesoplenty:highland_moor, MONSTER, quark:toretoise, 80, 1, 1
4887, plains, biomesoplenty:highland_moor, MONSTER, quark:stoneling, 80, 1, 1
4888, plains, biomesoplenty:highland_moor, CREATURE, minecraft:sheep, 12, 4, 4
4889, plains, biomesoplenty:highland_moor, CREATURE, minecraft:pig, 10, 4, 4
4890, plains, biomesoplenty:highland_moor, CREATURE, minecraft:chicken, 10, 4, 4
4891, plains, biomesoplenty:highland_moor, CREATURE, minecraft:cow, 10, 4, 4
4892, plains, biomesoplenty:highland_moor, CREATURE, minecraft:llama, 10, 4, 6
4893, plains, biomesoplenty:highland_moor, CREATURE, exoticbirds:peafowl, 10, 2, 5
4894, plains, biomesoplenty:highland_moor, CREATURE, exoticbirds:pigeon, 12, 2, 5
4895, plains, biomesoplenty:highland_moor, CREATURE, aquaculture:box_turtle, 10, 1, 2
4896, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:crocodile, 40, 1, 2
4897, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:sunbird, 10, 1, 1
4898, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:shoebill, 10, 1, 2
4899, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4900, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:crocodile, 40, 1, 2
4901, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:sunbird, 10, 1, 1
4902, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:shoebill, 10, 1, 2
4903, plains, biomesoplenty:highland_moor, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4904, plains, biomesoplenty:highland_moor, CREATURE, quark:frog, 40, 1, 3
4905, plains, biomesoplenty:highland_moor, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
4906, plains, biomesoplenty:highland_moor, CREATURE, betteranimalsplus:goat, 10, 1, 4
4907, plains, biomesoplenty:highland_moor, CREATURE, betteranimalsplus:crab, 10, 1, 3
4908, plains, biomesoplenty:highland_moor, CREATURE, betteranimalsplus:moose, 10, 1, 1
4909, plains, biomesoplenty:highland_moor, AMBIENT, minecraft:bat, 10, 8, 8
4910, plains, biomesoplenty:highland_moor, AMBIENT, supplementaries:firefly, 10, 5, 9
4911, plains, biomesoplenty:highland_moor, AMBIENT, alexsmobs:fly, 10, 2, 3
4912, plains, biomesoplenty:highland_moor, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4913, plains, biomesoplenty:highland_moor, AMBIENT, alexsmobs:fly, 10, 2, 3
4914, plains, biomesoplenty:highland_moor, AMBIENT, alexsmobs:cockroach, 10, 5, 5
4915, plains, biomesoplenty:highland_moor, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
